series,type,source_shield,HV,trigger,duration_min,on_nsdf,n_dumps,first_dump,last_dump,missing_dumps,size_gib,live_check,hidden_by_filter,local_dumps,local_empty_stubs
07221111_2153,Side2,"PuBe / Pb&poly, lead stack, borax",-82.2,DCRC1pB 10,55,True,55,1,55,0,4.58,listed dumps found; none beyond,False,0,0
07221111_2249,Side2,"PuBe / Pb&poly, lead stack, borax",-82.2,NaI,634,True,634,1,634,0,52.17,listed dumps found; none beyond,False,0,0
07221112_0943,Side2,"PuBe / Pb&poly, lead stack, borax",-82.2,DCRC1pB 10,101,True,101,1,101,0,8.59,listed dumps found; none beyond,False,0,0
07221112_1127,Side2,"PuBe / Pb&poly, lead stack, borax",-82.1,NaI,666,True,666,1,666,0,52.53,listed dumps found; none beyond,False,0,0
07221112_2249,Side2,"PuBe / Pb&poly, lead stack, borax",-82.1,DCRC1pB 10,69,True,69,1,69,0,5.81,listed dumps found; none beyond,False,0,0
07221113_0000,Side2,"PuBe / Pb&poly, lead stack, borax",-82.1,NaI,702,True,702,1,702,0,57.9,listed dumps found; none beyond,False,0,0
07221113_1159,Side2,"PuBe / Pb&poly, lead stack, borax",-82,DCRC1pB 10,45,True,45,1,45,0,3.5,listed dumps found; none beyond,False,0,0
07221114_2141,Side2,"PuBe / Pb&poly, lead stack, borax",-81.8,DCRC1pB 10,37,True,37,1,37,0,3.05,listed dumps found; none beyond,False,0,0
07221114_2223,Side2,"PuBe / Pb&poly, lead stack, borax",-81.8,NaI,611,True,611,1,611,0,33.51,listed dumps found; none beyond,False,0,0
07221115_0845,Side2,"PuBe / Pb&poly, lead stack, borax",-81.7,DCRC1pB 10,33,True,33,1,33,0,2.63,listed dumps found; none beyond,False,0,0
07221115_0919,Side2,"PuBe / Pb&poly, lead stack, borax",-81.7,NaI,695,True,695,1,695,0,36.85,listed dumps found; none beyond,False,0,0
07221115_2109,Side2,"PuBe / Pb&poly, lead stack, borax",-81.7,DCRC1pB 10,51,True,51,1,51,0,4.13,listed dumps found; none beyond,False,0,0
07221115_2201,Side2,"PuBe / Pb&poly, lead stack, borax",-81.7,NaI,707,True,707,1,707,0,38.85,listed dumps found; none beyond,False,0,0
07221116_1003,Side2,"PuBe / Pb&poly, lead stack, borax",-81.6,DCRC1pB 10,45,True,45,1,45,0,3.56,listed dumps found; none beyond,False,0,0
07221116_1048,Side2,"PuBe / Pb&poly, lead stack, borax",-81.7,NaI,167,True,167,1,167,0,9.09,listed dumps found; none beyond,False,0,0
07221116_1705,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221116_1713,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221116_1849,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221118_1403,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221118_1404,Side2,"PuBe / Pb&poly, lead stack, borax",-81.6,DCRC1pA 2,275,True,275,1,275,0,21.99,listed dumps found; none beyond,False,0,0
07221118_1850,Side2,"PuBe / Pb&poly, lead stack, borax",-81.6,DCRC1pA 2,899,True,899,1,899,0,71.14,listed dumps found; none beyond,False,0,0
07221119_1016,Side2,"PuBe / Pb&poly, lead stack, borax",-81.5,DCRC1pA 2,231,True,202,1,231,29,16.37,listed dumps found; none beyond,False,0,0
07221121_2212,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221121_2214,Side2,"PuBe / Pb&poly, lead stack, borax",0,DCRC1pA 2,779,True,779,1,779,0,56.15,listed dumps found; none beyond,False,0,0
07221122_1126,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221122_1153,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221124_1108,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221124_1220,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221124_1408,Side2,"PuBe / Pb&poly, lead stack, borax",-8.3,DCRC1pA 2,67,True,67,1,67,0,4.83,listed dumps found; none beyond,False,0,0
07221124_1603,Side2,"PuBe / Pb&poly, lead stack, borax",-16.3,DCRC1pA 2,84,True,84,1,84,0,6.2,listed dumps found; none beyond,False,0,0
07221124_1748,Side2,"PuBe / Pb&poly, lead stack, borax",-24,DCRC1pA 2,118,True,118,1,118,0,9.12,listed dumps found; none beyond,False,0,0
07221124_2022,Side2,"PuBe / Pb&poly, lead stack, borax",-34,DCRC1pA 2,97,True,97,1,97,0,7.33,listed dumps found; none beyond,False,0,0
07221124_2331,Side2,"PuBe / Pb&poly, lead stack, borax",-34,DCRC1pA 100,361,True,361,1,361,0,20.92,listed dumps found; none beyond,False,0,0
07221125_0540,,,,,,False,0,,,,,absent (F0001-F0005),False,0,0
07221125_0547,Side2,"PuBe / Pb&poly, lead stack, borax",0,DCRC1pA 100,532,True,532,1,532,0,19.54,listed dumps found; none beyond,False,0,0
07221201_0118,Side2,"PuBe / Pb&poly, lead stack, borax",0,DCRC1pA 100,,True,647,1,647,0,17.53,listed dumps found; none beyond,False,0,0
07221203_1255,Side2,"PuBe / Pb&poly, lead stack, borax",-46.6,DCRC1pA 2,68,True,68,1,68,0,5.26,listed dumps found; none beyond,False,0,0
07221203_1418,Side2,"PuBe / Pb&poly, lead stack, borax",-53.5,DCRC1pA 2,108,True,108,1,108,0,7.71,listed dumps found; none beyond,False,0,0
07221203_1622,Side2,"PuBe / Pb&poly, lead stack, borax",-63.4,DCRC1pA 2,68,True,68,1,68,0,5.29,listed dumps found; none beyond,False,0,0
07221203_1744,Side2,"PuBe / Pb&poly, lead stack, borax",-73,DCRC1pA 2,64,True,64,1,64,0,4.89,listed dumps found; none beyond,False,0,0
07221203_1906,Side2,"PuBe / Pb&poly, lead stack, borax",-79.9,DCRC1pA 2,62,True,62,1,62,0,4.65,listed dumps found; none beyond,False,0,0
07221203_2025,Side2,"PuBe / Pb&poly, lead stack, borax",-83.2,DCRC1pA 2,30,True,30,1,30,0,1.89,listed dumps found; none beyond,False,5,0
07221206_1738,Side2,"Am / Pb&poly, lead stack, borax",-82,DCRC1pB 10,71,False,0,,,,,absent (F0001-F0005),False,0,1
07221206_1858,Side2,"Am / Pb&poly, lead stack, borax",-82.1,NaI,861,False,0,,,,,absent (F0001-F0005),False,0,0
07221207_0928,Side2,"Am / Pb&poly, lead stack, borax",-82.2,DCRC1pB 10,110,False,0,,,,,absent (F0001-F0005),False,0,0
